MouseMove,133755737866330367,520,374
MouseMove,133755737866379468,521,374
MouseMove,133755737867179331,521,374
MouseMove,133755737867258919,521,374
MouseMove,133755737867419429,520,374
MouseMove,133755737867819708,519,374
MouseMove,133755737867900096,518,374
MouseMove,133755737867979183,518,374
MouseMove,133755737868059286,515,374
MouseMove,133755737868139217,511,372
MouseMove,133755737868218927,505,368
MouseMove,133755737868298711,498,365
MouseMove,133755737868379270,488,361
MouseMove,133755737868459667,479,359
MouseMove,133755737868539503,468,358
MouseMove,133755737868619563,456,355
MouseMove,133755737868699900,438,355
MouseMove,133755737868779430,418,355
MouseMove,133755737868859521,391,355
MouseMove,133755737868939565,358,355
MouseMove,133755737869019032,326,355
MouseMove,133755737869098676,299,355
MouseMove,133755737869178813,273,352
MouseMove,133755737869258861,250,343
MouseMove,133755737869339189,233,331
MouseMove,133755737869419265,214,315
MouseMove,133755737869499060,194,298
MouseMove,133755737869579813,182,289
MouseMove,133755737869659115,169,278
MouseMove,133755737869739898,161,273
MouseMove,133755737869819593,153,265
MouseMove,133755737869899879,147,260
MouseMove,133755737869979257,144,256
MouseMove,133755737870059188,139,253
MouseMove,133755737870139147,136,250
MouseMove,133755737870218927,132,247
MouseMove,133755737870299133,128,246
MouseMove,133755737870379150,122,242
MouseMove,133755737870458937,118,240
MouseMove,133755737870538820,115,238
MouseMove,133755737870618691,110,235
MouseMove,133755737870699668,109,234
MouseMove,133755737870779550,105,232
MouseMove,133755737870859998,101,229
MouseMove,133755737870939787,99,228
MouseMove,133755737871019519,95,224
MouseMove,133755737871100065,90,221
MouseMove,133755737871182926,83,218
MouseMove,133755737871259025,79,215
MouseMove,133755737871339083,76,213
MouseMove,133755737871418926,74,212
MouseMove,133755737871499439,72,211
MouseMove,133755737871579274,70,210
MouseMove,133755737871659080,69,209
MouseMove,133755737871739405,67,208
MouseMove,133755737871819656,67,208
MouseMove,133755737871899520,66,207
MouseMove,133755737871979924,64,206
MouseMove,133755737872059608,64,206
MouseMove,133755737872139763,63,205
MouseMove,133755737872219355,63,205
MouseMove,133755737872379131,61,204
MouseMove,133755737872538813,61,204
MouseMove,133755737872619052,61,203
MouseMove,133755737872859085,61,202
MouseMove,133755737872939039,61,202
MouseMove,133755737873019457,60,201
MouseMove,133755737873099655,60,200
